Gene_ID,Transcript_ID,Gene,A11.C636,A11,E9,HAP1.C597,KBM7
ENSG00000141738.9,ENST00000394204.1,GRB7,0.01,0.00,0.00,0.00,0.00
ENSG00000198515.9,ENST00000514170.1,CNGA1,0.01,0.01,0.00,0.01,0.00
ENSG00000117971.7,ENST00000559849.1,CHRNB4,0.01,0.01,0.01,0.02,0.01
ENSG00000116703.12,ENST00000497198.1,PDC,0.01,0.01,0.01,0.00,0.01
ENSG00000179528.11,ENST00000377566.4,LBX2,0.01,0.07,0.03,0.01,0.12
ENSG00000183813.6,ENST00000330953.5,CCR4,0.01,0.00,0.01,0.01,0.02
ENSG00000080618.9,ENST00000181383.4,CPB2,0.01,0.01,0.01,0.01,0.04
ENSG00000175471.15,ENST00000505078.1,MCTP1,0.01,0.01,0.01,0.01,0.01
ENSG00000136244.7,ENST00000406575.1,IL6,0.01,0.00,0.00,0.01,0.00
ENSG00000187672.8,ENST00000460849.1,ERC2,0.01,0.01,0.01,0.01,0.00
ENSG00000137801.9,ENST00000260356.5,THBS1,0.01,0.01,0.07,0.01,0.01
ENSG00000080618.9,ENST00000439329.3,CPB2,0.01,0.01,0.01,0.01,0.04
ENSG00000023892.9,ENST00000316637.5,DEF6,0.01,0.01,0.02,0.01,1.85
ENSG00000118785.9,ENST00000237623.7,SPP1,0.01,0.00,0.00,0.00,0.01
ENSG00000023892.9,ENST00000542066.1,DEF6,0.01,0.01,0.02,0.01,1.85
ENSG00000260362.1,ENST00000561538.1,RP11-297M9.1,0.01,0.01,0.00,0.00,0.00
ENSG00000091129.15,ENST00000379024.4,NRCAM,0.01,0.01,0.01,0.00,0.00
ENSG00000167711.9,ENST00000450523.2,SERPINF2,0.01,0.02,0.02,0.01,0.10
ENSG00000165695.5,ENST00000298545.3,AK8,0.01,0.01,0.01,0.01,0.01
ENSG00000203740.3,ENST00000439373.2,METTL11B,0.01,0.00,0.00,0.02,0.00
ENSG00000119614.2,ENST00000261980.2,VSX2,0.01,0.00,0.01,0.00,0.00
ENSG00000154645.9,ENST00000400128.1,CHODL,0.01,0.01,0.00,0.00,0.00
ENSG00000054938.11,ENST00000263671.5,CHRDL2,0.01,0.01,0.01,0.01,0.00
ENSG00000158113.8,ENST00000425921.1,LRRC43,0.01,0.00,0.00,0.01,0.04
ENSG00000137877.8,ENST00000320955.6,SPTBN5,0.01,0.01,0.02,0.01,0.00
ENSG00000125637.11,ENST00000245796.6,PSD4,0.01,0.01,0.01,0.01,3.34
ENSG00000158113.8,ENST00000339777.4,LRRC43,0.01,0.00,0.00,0.01,0.04
ENSG00000100336.13,ENST00000493203.2,APOL4,0.01,0.01,0.00,0.00,0.85
ENSG00000164691.12,ENST00000326965.6,TAGAP,0.01,0.00,0.00,0.01,1.49
ENSG00000131142.9,ENST00000390669.3,CCL25,0.01,0.01,0.01,0.01,0.01
ENSG00000204385.6,ENST00000544672.1,SLC44A4,0.01,0.01,0.02,0.01,0.00
ENSG00000138650.7,ENST00000264360.5,PCDH10,0.01,0.01,0.00,0.00,0.00
ENSG00000136011.10,ENST00000388887.2,STAB2,0.01,0.01,0.01,0.01,0.01
ENSG00000147481.9,ENST00000276467.5,SNTG1,0.01,0.00,0.00,0.01,0.00
ENSG00000089116.3,ENST00000261731.3,LHX5,0.01,0.00,0.00,0.00,0.00
ENSG00000163947.7,ENST00000477833.1,ARHGEF3,0.01,0.01,0.01,0.01,0.01
ENSG00000173578.6,ENST00000542109.1,XCR1,0.01,0.01,0.01,0.01,0.01
ENSG00000054938.11,ENST00000376332.3,CHRDL2,0.01,0.01,0.01,0.01,0.00
ENSG00000156475.14,ENST00000508545.2,PPP2R2B,0.01,0.01,0.11,0.07,0.01
ENSG00000271321.1,ENST00000470691.2,CTAGE6,0.01,0.01,0.00,0.00,0.02
ENSG00000067798.9,ENST00000541270.1,NAV3,0.01,0.02,0.57,0.04,0.00
ENSG00000115841.15,ENST00000402091.3,RMDN2,0.01,0.01,0.01,0.03,0.02
ENSG00000137501.12,ENST00000525702.1,SYTL2,0.01,0.01,0.01,0.01,0.03
ENSG00000134115.8,ENST00000394261.2,CNTN6,0.01,0.01,0.00,0.01,0.00
ENSG00000168955.3,ENST00000304568.3,TM4SF20,0.01,0.01,0.02,0.01,0.00
ENSG00000198633.6,ENST00000432303.2,ZNF534,0.01,0.00,0.00,0.01,0.02
ENSG00000130307.7,ENST00000597928.1,USHBP1,0.01,0.01,0.02,0.02,0.02
ENSG00000175806.10,ENST00000518255.1,MSRA,0.01,0.01,0.01,0.01,0.01
ENSG00000130307.7,ENST00000324554.5,USHBP1,0.01,0.01,0.02,0.02,0.02
ENSG00000116703.12,ENST00000456239.2,PDC,0.01,0.01,0.01,0.01,0.01
ENSG00000130307.7,ENST00000431146.2,USHBP1,0.01,0.01,0.02,0.02,0.02
ENSG00000155465.14,ENST00000397532.3,SLC7A7,0.01,0.01,0.01,0.01,0.04
ENSG00000158560.10,ENST00000413338.1,DYNC1I1,0.01,0.01,0.01,0.01,0.01
ENSG00000155465.14,ENST00000397528.4,SLC7A7,0.01,0.01,0.01,0.01,0.04
ENSG00000114670.9,ENST00000507910.1,NEK11,0.01,0.01,0.01,0.01,0.01
ENSG00000134532.11,ENST00000441133.2,SOX5,0.01,0.01,0.01,0.01,0.00
ENSG00000174292.8,ENST00000576207.2,TNK1,0.01,0.04,0.06,0.01,0.00
ENSG00000186275.7,ENST00000414957.2,NBPF12,0.01,0.01,0.01,0.01,0.01
ENSG00000158764.6,ENST00000368029.3,ITLN2,0.01,0.00,0.02,0.01,0.01
ENSG00000160282.9,ENST00000397743.1,FTCD,0.01,0.00,0.01,0.00,0.00
ENSG00000160282.9,ENST00000397746.3,FTCD,0.01,0.00,0.01,0.00,0.00
ENSG00000128655.12,ENST00000409504.1,PDE11A,0.01,0.04,0.11,0.01,0.00
ENSG00000107736.15,ENST00000398809.4,CDH23,0.01,0.01,0.01,0.01,0.01
ENSG00000171992.8,ENST00000519664.1,SYNPO,0.01,0.01,0.02,0.01,0.12
ENSG00000169906.5,ENST00000380200.3,S100G,0.01,0.01,0.01,0.01,0.00
ENSG00000168785.3,ENST00000511800.1,TSPAN5,0.01,0.01,0.00,0.01,0.02
ENSG00000128512.15,ENST00000428084.1,DOCK4,0.01,0.01,0.01,0.01,0.00
ENSG00000089847.8,ENST00000600132.1,ANKRD24,0.01,0.02,0.03,0.01,0.01
ENSG00000101180.11,ENST00000340177.5,HRH3,0.01,0.01,0.00,0.00,0.01
ENSG00000101438.3,ENST00000217420.1,SLC32A1,0.01,0.00,0.00,0.00,0.00
ENSG00000082175.10,ENST00000534013.1,PGR,0.01,0.01,0.00,0.00,0.00
ENSG00000179902.8,ENST00000460065.2,C1orf194,0.01,0.01,0.01,0.01,0.00
ENSG00000179902.8,ENST00000369945.3,C1orf194,0.01,0.01,0.01,0.01,0.00
ENSG00000187800.9,ENST00000292357.7,PEAR1,0.01,0.01,0.01,0.01,0.05
ENSG00000187800.9,ENST00000338302.3,PEAR1,0.01,0.01,0.01,0.01,0.05
ENSG00000179902.8,ENST00000369948.3,C1orf194,0.01,0.01,0.01,0.01,0.00
ENSG00000003400.10,ENST00000438843.1,CASP10,0.01,0.00,0.00,0.02,0.36
ENSG00000137265.10,ENST00000380956.4,IRF4,0.01,0.01,0.01,0.01,0.04
ENSG00000131142.9,ENST00000253451.4,CCL25,0.01,0.01,0.01,0.01,0.01
ENSG00000136244.7,ENST00000401651.1,IL6,0.01,0.00,0.00,0.01,0.00
ENSG00000128655.12,ENST00000449286.2,PDE11A,0.01,0.04,0.11,0.01,0.00
ENSG00000155465.14,ENST00000556287.1,SLC7A7,0.01,0.01,0.01,0.01,0.04
ENSG00000115297.9,ENST00000233638.7,TLX2,0.01,0.00,0.02,0.01,0.04
ENSG00000203780.6,ENST00000368693.1,FANK1,0.01,0.01,0.00,0.01,0.01
ENSG00000203780.6,ENST00000368695.1,FANK1,0.01,0.01,0.00,0.01,0.01
ENSG00000143851.11,ENST00000480836.1,PTPN7,0.01,0.00,0.00,0.01,5.33
ENSG00000143851.11,ENST00000543735.1,PTPN7,0.01,0.00,0.00,0.01,5.33
ENSG00000075673.7,ENST00000381946.3,ATP12A,0.01,0.00,0.00,0.01,0.72
ENSG00000158473.6,ENST00000368171.3,CD1D,0.01,0.00,0.00,0.00,0.00
ENSG00000152953.8,ENST00000512018.1,STK32B,0.01,0.01,0.01,0.01,0.03
ENSG00000077800.7,ENST00000429879.1,FKBP6,0.01,0.02,0.03,0.01,0.03
ENSG00000151715.3,ENST00000281441.3,TMEM45B,0.01,0.01,0.01,0.01,0.00
ENSG00000137975.7,ENST00000370565.4,CLCA2,0.01,0.01,0.01,0.02,0.01
ENSG00000178498.11,ENST00000551632.1,DTX3,0.01,0.01,0.00,0.00,0.00
ENSG00000159251.6,ENST00000290378.4,ACTC1,0.01,0.00,0.00,0.01,0.01
ENSG00000029534.15,ENST00000314214.8,ANK1,0.01,0.01,0.02,0.03,0.02
ENSG00000107736.15,ENST00000461841.3,CDH23,0.01,0.01,0.01,0.01,0.01
ENSG00000075673.7,ENST00000218548.6,ATP12A,0.01,0.00,0.00,0.01,0.71
ENSG00000174099.6,ENST00000541897.1,MSRB3,0.01,0.01,0.02,0.01,0.00
ENSG00000164440.10,ENST00000358430.3,TXLNB,0.01,0.00,0.00,0.02,0.03
ENSG00000188257.6,ENST00000375111.3,PLA2G2A,0.01,0.01,0.00,0.01,0.00
ENSG00000029534.15,ENST00000522231.1,ANK1,0.01,0.01,0.02,0.03,0.02
ENSG00000178498.11,ENST00000548198.1,DTX3,0.01,0.01,0.00,0.00,0.00
ENSG00000178498.11,ENST00000337737.3,DTX3,0.01,0.01,0.00,0.00,0.00
ENSG00000129295.4,ENST00000522584.1,LRRC6,0.01,0.01,0.01,0.00,0.02
ENSG00000162814.6,ENST00000470448.1,SPATA17,0.01,0.01,0.01,0.01,0.00
ENSG00000174137.8,ENST00000461064.1,FAM53A,0.01,0.01,0.01,0.01,0.00
ENSG00000029534.15,ENST00000522543.1,ANK1,0.01,0.01,0.02,0.03,0.02
ENSG00000211452.6,ENST00000322679.6,DIO1,0.01,0.01,0.01,0.01,0.01
ENSG00000211452.6,ENST00000361921.3,DIO1,0.01,0.01,0.01,0.01,0.01
ENSG00000112041.8,ENST00000322263.4,TULP1,0.01,0.01,0.01,0.01,0.00
ENSG00000198515.9,ENST00000420489.2,CNGA1,0.01,0.01,0.00,0.00,0.00
ENSG00000156009.5,ENST00000286482.1,MAGEA8,0.01,0.02,0.04,0.03,0.00
ENSG00000143851.11,ENST00000496197.1,PTPN7,0.01,0.00,0.00,0.01,5.73
ENSG00000188257.6,ENST00000400520.3,PLA2G2A,0.01,0.01,0.00,0.01,0.00
ENSG00000156486.7,ENST00000521839.1,KCNS2,0.01,0.01,0.01,0.00,0.00
ENSG00000175161.9,ENST00000383699.3,CADM2,0.01,0.01,0.01,0.01,0.00
ENSG00000143512.8,ENST00000343410.6,HHIPL2,0.01,0.02,0.03,0.01,0.01
ENSG00000205300.3,ENST00000379526.1,RP11-352D3.2,0.01,0.00,0.00,0.00,0.07
ENSG00000176984.2,ENST00000319763.1,AP000679.2,0.01,0.00,0.00,0.02,0.00
ENSG00000144893.8,ENST00000273432.4,MED12L,0.01,0.01,0.01,0.01,0.01
ENSG00000180525.9,ENST00000441152.2,PRR26,0.01,0.00,0.00,0.01,0.00
ENSG00000185880.8,ENST00000338264.4,TRIM69,0.01,0.01,0.01,0.01,0.01
ENSG00000112041.8,ENST00000229771.6,TULP1,0.01,0.01,0.01,0.01,0.00
ENSG00000160282.9,ENST00000359679.2,FTCD,0.01,0.00,0.01,0.00,0.00
ENSG00000160282.9,ENST00000355384.2,FTCD,0.01,0.00,0.01,0.00,0.00
ENSG00000160282.9,ENST00000291670.5,FTCD,0.01,0.00,0.01,0.00,0.00
ENSG00000160282.9,ENST00000397748.1,FTCD,0.01,0.00,0.01,0.00,0.00
ENSG00000213424.4,ENST00000580719.1,KRT222,0.01,0.00,0.00,0.00,0.00
ENSG00000185880.8,ENST00000561043.1,TRIM69,0.01,0.01,0.01,0.01,0.01
ENSG00000222036.3,ENST00000409832.3,POTEG,0.01,0.00,0.01,0.01,0.00
ENSG00000185880.8,ENST00000560442.1,TRIM69,0.01,0.01,0.01,0.01,0.01
ENSG00000185880.8,ENST00000558329.1,TRIM69,0.01,0.01,0.01,0.01,0.01
ENSG00000108309.8,ENST00000225441.7,RUNDC3A,0.01,0.02,0.04,0.03,0.01
ENSG00000107099.11,ENST00000524396.1,DOCK8,0.01,0.01,0.01,0.01,0.30
ENSG00000143851.11,ENST00000544762.1,PTPN7,0.01,0.00,0.00,0.01,6.00
ENSG00000143851.11,ENST00000462815.1,PTPN7,0.01,0.00,0.00,0.01,6.00
ENSG00000136010.9,ENST00000258494.9,ALDH1L2,0.01,0.01,0.01,0.01,0.00
ENSG00000127124.9,ENST00000372584.1,HIVEP3,0.01,0.01,0.01,0.01,0.02
ENSG00000165029.11,ENST00000374733.1,ABCA1,0.01,0.01,0.00,0.01,0.00
ENSG00000132958.13,ENST00000390680.2,TPTE2,0.01,0.01,0.01,0.01,0.01
ENSG00000132958.13,ENST00000382977.4,TPTE2,0.01,0.01,0.01,0.01,0.01
ENSG00000132958.13,ENST00000457266.2,TPTE2,0.01,0.01,0.01,0.01,0.01
ENSG00000132958.13,ENST00000382975.4,TPTE2,0.01,0.01,0.01,0.01,0.01
ENSG00000158859.9,ENST00000367996.5,ADAMTS4,0.01,0.01,0.01,0.01,0.00
ENSG00000185880.8,ENST00000329464.4,TRIM69,0.01,0.01,0.01,0.01,0.01
ENSG00000164989.11,ENST00000380701.3,CCDC171,0.01,0.01,0.01,0.01,0.01
ENSG00000149582.11,ENST00000534181.1,TMEM25,0.01,0.02,0.02,0.02,0.01
ENSG00000144893.8,ENST00000474524.1,MED12L,0.01,0.01,0.01,0.01,0.01
ENSG00000156009.5,ENST00000535454.1,MAGEA8,0.01,0.02,0.04,0.02,0.00
ENSG00000156009.5,ENST00000542674.1,MAGEA8,0.01,0.02,0.04,0.02,0.00
ENSG00000169085.7,ENST00000450307.3,C8orf46,0.01,0.01,0.00,0.04,0.00
ENSG00000048471.9,ENST00000569801.1,SNX29,0.01,0.01,0.01,0.01,0.01
ENSG00000068024.12,ENST00000543185.1,HDAC4,0.01,0.02,0.03,0.01,0.01
ENSG00000169085.7,ENST00000460144.1,C8orf46,0.01,0.01,0.00,0.04,0.00
ENSG00000116885.14,ENST00000433045.2,OSCP1,0.01,0.02,0.01,0.01,0.01
ENSG00000175806.10,ENST00000441698.2,MSRA,0.01,0.01,0.01,0.01,0.01
ENSG00000163131.6,ENST00000448301.2,CTSS,0.01,0.00,0.00,0.01,2.15
ENSG00000168421.8,ENST00000381799.5,RHOH,0.01,0.01,0.01,0.01,0.44
ENSG00000150201.10,ENST00000476166.1,FXYD4,0.01,0.01,0.00,0.01,0.00
ENSG00000176204.9,ENST00000409282.1,LRRTM4,0.01,0.01,0.00,0.01,0.00
ENSG00000104313.13,ENST00000419131.1,EYA1,0.01,0.01,0.02,0.01,0.00
ENSG00000127124.9,ENST00000372583.1,HIVEP3,0.01,0.01,0.01,0.01,0.02
ENSG00000183780.8,ENST00000366617.3,SLC35F3,0.01,0.00,0.00,0.01,0.03
ENSG00000187513.8,ENST00000342280.4,GJA4,0.01,0.00,0.00,0.00,0.00
ENSG00000174448.4,ENST00000581310.1,STARD6,0.01,0.01,0.01,0.01,0.02
ENSG00000174137.8,ENST00000308132.6,FAM53A,0.01,0.01,0.01,0.01,0.01
ENSG00000197054.7,ENST00000592625.1,ZNF763,0.01,0.00,0.01,0.00,0.02
ENSG00000179593.11,ENST00000572022.1,ALOX15B,0.01,0.01,0.01,0.00,0.01
ENSG00000110693.11,ENST00000527619.1,SOX6,0.01,0.01,0.01,0.01,0.00
ENSG00000110693.11,ENST00000528429.1,SOX6,0.01,0.01,0.01,0.01,0.00
ENSG00000198099.4,ENST00000506705.1,ADH4,0.01,0.01,0.01,0.02,0.01
ENSG00000144852.12,ENST00000337940.4,NR1I2,0.01,0.01,0.01,0.01,0.00
ENSG00000197872.7,ENST00000381323.3,FAM49A,0.01,0.00,0.01,0.02,0.21
ENSG00000090382.2,ENST00000549690.1,LYZ,0.01,0.00,0.01,0.00,0.70
ENSG00000161649.8,ENST00000588884.1,CD300LG,0.01,0.00,0.00,0.00,0.01
ENSG00000054392.8,ENST00000541565.1,HHAT,0.01,0.01,0.00,0.01,0.01
ENSG00000054392.8,ENST00000413764.2,HHAT,0.01,0.01,0.00,0.01,0.01
ENSG00000181092.5,ENST00000444204.2,ADIPOQ,0.01,0.01,0.00,0.01,0.00
ENSG00000174130.8,ENST00000436693.2,TLR6,0.01,0.00,0.00,0.01,0.41
ENSG00000181092.5,ENST00000320741.2,ADIPOQ,0.01,0.01,0.00,0.01,0.00
ENSG00000157404.11,ENST00000288135.5,KIT,0.01,0.01,0.13,0.03,0.32
ENSG00000181092.5,ENST00000412955.2,ADIPOQ,0.01,0.01,0.00,0.01,0.00
ENSG00000204540.6,ENST00000259881.9,PSORS1C1,0.01,0.01,0.01,0.01,0.00
ENSG00000126803.8,ENST00000247207.6,HSPA2,0.01,0.00,0.00,0.00,0.01
ENSG00000181541.4,ENST00000317605.4,MAB21L2,0.01,0.01,0.00,0.00,0.00
ENSG00000143340.6,ENST00000341785.4,FAM163A,0.01,0.01,0.00,0.00,0.00
ENSG00000196335.8,ENST00000428484.1,STK31,0.01,0.01,0.00,0.01,0.00
ENSG00000170430.9,ENST00000306010.7,MGMT,0.01,0.01,0.03,0.01,0.01
ENSG00000196335.8,ENST00000433467.2,STK31,0.01,0.01,0.00,0.01,0.00
ENSG00000196335.8,ENST00000354639.3,STK31,0.01,0.01,0.00,0.01,0.00
ENSG00000164691.12,ENST00000367066.3,TAGAP,0.01,0.00,0.00,0.00,1.45
ENSG00000169085.7,ENST00000305454.3,C8orf46,0.01,0.01,0.00,0.04,0.00
ENSG00000127954.8,ENST00000380079.4,STEAP4,0.01,0.01,0.00,0.01,0.00
ENSG00000129167.5,ENST00000250018.2,TPH1,0.01,0.02,0.03,0.02,0.05
ENSG00000268865.1,ENST00000599478.1,AC026310.1,0.01,0.00,0.01,0.00,0.01
ENSG00000196335.8,ENST00000355870.3,STK31,0.01,0.01,0.00,0.01,0.00
ENSG00000213424.4,ENST00000581564.1,KRT222,0.01,0.00,0.00,0.00,0.00
ENSG00000256660.1,ENST00000544853.1,CLEC12B,0.01,0.00,0.02,0.01,0.00
ENSG00000173641.13,ENST00000375718.4,HSPB7,0.01,0.01,0.05,0.00,0.00
ENSG00000106511.5,ENST00000262041.5,MEOX2,0.01,0.01,0.01,0.00,0.00
ENSG00000107736.15,ENST00000299366.7,CDH23,0.01,0.01,0.01,0.01,0.01
ENSG00000151005.3,ENST00000280605.3,TKTL2,0.01,0.01,0.00,0.00,0.00
ENSG00000122733.11,ENST00000544237.1,KIAA1045,0.01,0.01,0.00,0.01,0.00
ENSG00000110693.11,ENST00000528252.1,SOX6,0.01,0.01,0.01,0.01,0.00
ENSG00000178498.11,ENST00000548804.1,DTX3,0.01,0.01,0.00,0.00,0.00
ENSG00000182752.8,ENST00000534838.1,PAPPA,0.01,0.01,0.01,0.01,0.01
ENSG00000257355.1,ENST00000547473.1,CTD-2006C1.10,0.01,0.01,0.00,0.00,0.14
ENSG00000256574.2,ENST00000536058.1,OR13A1,0.01,0.01,0.00,0.00,0.00
ENSG00000164744.8,ENST00000453192.2,SUN3,0.01,0.01,0.01,0.01,0.01
ENSG00000164744.8,ENST00000449896.2,SUN3,0.01,0.01,0.01,0.01,0.01
ENSG00000256660.1,ENST00000338896.5,CLEC12B,0.01,0.00,0.02,0.01,0.00
ENSG00000231256.3,ENST00000449302.3,C17orf105,0.01,0.01,0.01,0.01,0.02
ENSG00000164744.8,ENST00000297325.4,SUN3,0.01,0.01,0.01,0.01,0.01
ENSG00000164744.8,ENST00000395572.2,SUN3,0.01,0.01,0.01,0.01,0.01
ENSG00000164744.8,ENST00000412142.1,SUN3,0.01,0.01,0.01,0.01,0.01
ENSG00000183638.5,ENST00000382483.3,RP1L1,0.01,0.01,0.02,0.01,0.04
ENSG00000141434.7,ENST00000581447.1,MEP1B,0.01,0.00,0.01,0.00,0.00
ENSG00000141434.7,ENST00000269202.6,MEP1B,0.01,0.00,0.01,0.00,0.00
ENSG00000103599.15,ENST00000535744.1,IQCH,0.01,0.00,0.01,0.01,0.00
ENSG00000140488.10,ENST00000567083.1,CELF6,0.01,0.02,0.01,0.01,0.06
ENSG00000130307.7,ENST00000252597.3,USHBP1,0.01,0.01,0.02,0.01,0.02
ENSG00000135409.6,ENST00000550311.1,AMHR2,0.01,0.01,0.00,0.00,0.05
ENSG00000110169.6,ENST00000265983.3,HPX,0.01,0.02,0.05,0.01,0.02
ENSG00000054392.8,ENST00000367010.1,HHAT,0.01,0.01,0.00,0.01,0.01
ENSG00000178084.1,ENST00000318351.1,HTR3C,0.01,0.02,0.01,0.01,0.01
ENSG00000054392.8,ENST00000261458.3,HHAT,0.01,0.01,0.00,0.01,0.01
ENSG00000054392.8,ENST00000545154.1,HHAT,0.01,0.01,0.00,0.01,0.01
ENSG00000054392.8,ENST00000537898.1,HHAT,0.01,0.01,0.00,0.01,0.01
ENSG00000137962.8,ENST00000370217.3,ARHGAP29,0.01,0.00,0.00,0.01,0.00
ENSG00000214872.4,ENST00000527972.1,SMTNL1,0.01,0.01,0.01,0.02,0.42
ENSG00000160145.11,ENST00000462213.1,KALRN,0.01,0.01,0.01,0.01,0.00
ENSG00000100985.7,ENST00000372330.3,MMP9,0.01,0.02,0.01,0.03,0.07
ENSG00000176956.8,ENST00000342752.4,LY6H,0.01,0.00,0.00,0.00,0.00
ENSG00000179593.11,ENST00000380173.2,ALOX15B,0.01,0.01,0.01,0.00,0.01
ENSG00000163435.11,ENST00000359651.3,ELF3,0.01,0.01,0.02,0.01,0.01
ENSG00000214212.4,ENST00000397820.4,C19orf38,0.01,0.01,0.01,0.01,0.63
ENSG00000011590.9,ENST00000392197.2,ZBTB32,0.01,0.00,0.01,0.01,0.01
ENSG00000138670.12,ENST00000264400.2,RASGEF1B,0.01,0.00,0.00,0.01,0.01
ENSG00000204183.1,ENST00000374375.1,GDF5OS,0.01,0.00,0.00,0.01,0.00
ENSG00000135409.6,ENST00000257863.4,AMHR2,0.01,0.01,0.00,0.00,0.05
ENSG00000036530.4,ENST00000554611.1,CYP46A1,0.01,0.01,0.01,0.01,0.00
ENSG00000179593.11,ENST00000380183.4,ALOX15B,0.01,0.01,0.01,0.00,0.01
ENSG00000128739.16,ENST00000444203.2,SNRPN,0.01,0.00,0.00,0.00,0.00
ENSG00000105639.14,ENST00000534444.1,JAK3,0.01,0.00,0.02,0.00,0.46
ENSG00000204385.6,ENST00000229729.6,SLC44A4,0.01,0.01,0.02,0.01,0.00
ENSG00000196166.3,ENST00000358138.1,C8orf86,0.01,0.01,0.01,0.01,0.00
ENSG00000038295.3,ENST00000509505.1,TLL1,0.01,0.00,0.00,0.01,0.00
ENSG00000038295.3,ENST00000507499.1,TLL1,0.01,0.00,0.00,0.01,0.00
ENSG00000163519.9,ENST00000426646.1,TRAT1,0.01,0.00,0.00,0.01,0.00
ENSG00000204385.6,ENST00000375562.4,SLC44A4,0.01,0.01,0.02,0.01,0.00
ENSG00000187045.12,ENST00000381792.2,TMPRSS6,0.01,0.01,0.02,0.01,0.00
ENSG00000187045.12,ENST00000346753.3,TMPRSS6,0.01,0.01,0.02,0.01,0.00
ENSG00000077092.14,ENST00000458646.1,RARB,0.01,0.00,0.00,0.00,0.00
ENSG00000118307.14,ENST00000354189.5,CASC1,0.01,0.01,0.00,0.01,0.00
ENSG00000118307.14,ENST00000545133.1,CASC1,0.01,0.01,0.00,0.01,0.00
ENSG00000163531.11,ENST00000401399.1,NFASC,0.01,0.01,0.01,0.01,0.00
ENSG00000118307.14,ENST00000395987.3,CASC1,0.01,0.01,0.00,0.01,0.00
ENSG00000082684.10,ENST00000195173.4,SEMA5B,0.01,0.00,0.01,0.01,0.00
ENSG00000118307.14,ENST00000320267.9,CASC1,0.01,0.01,0.00,0.01,0.00
ENSG00000118307.14,ENST00000395990.2,CASC1,0.01,0.01,0.00,0.01,0.00
ENSG00000118307.14,ENST00000537577.1,CASC1,0.01,0.01,0.00,0.01,0.00
ENSG00000118307.14,ENST00000554533.1,CASC1,0.01,0.01,0.00,0.01,0.00
ENSG00000155307.13,ENST00000400564.1,SAMSN1,0.01,0.00,0.00,0.01,5.04
ENSG00000155307.13,ENST00000400566.1,SAMSN1,0.01,0.00,0.00,0.01,5.04
ENSG00000082684.10,ENST00000357599.3,SEMA5B,0.01,0.00,0.01,0.01,0.00
ENSG00000174038.8,ENST00000421362.2,C9orf131,0.01,0.02,0.02,0.02,0.01
ENSG00000174038.8,ENST00000354479.5,C9orf131,0.01,0.02,0.02,0.02,0.01
ENSG00000244405.3,ENST00000434744.1,ETV5,0.01,0.01,0.02,0.01,0.27
ENSG00000155465.14,ENST00000397529.2,SLC7A7,0.01,0.01,0.01,0.01,0.04
ENSG00000155465.14,ENST00000285850.7,SLC7A7,0.01,0.01,0.01,0.01,0.04
ENSG00000155465.14,ENST00000555702.1,SLC7A7,0.01,0.01,0.01,0.01,0.04
ENSG00000163519.9,ENST00000295756.6,TRAT1,0.01,0.00,0.00,0.01,0.00
ENSG00000174137.8,ENST00000472884.2,FAM53A,0.01,0.01,0.01,0.01,0.01
ENSG00000175161.9,ENST00000407528.2,CADM2,0.01,0.01,0.01,0.01,0.00
ENSG00000162951.6,ENST00000295057.3,LRRTM1,0.01,0.00,0.03,0.00,0.00
ENSG00000152939.10,ENST00000413223.2,MARVELD2,0.01,0.01,0.01,0.01,0.01
ENSG00000082684.10,ENST00000475244.1,SEMA5B,0.01,0.00,0.01,0.01,0.00
ENSG00000183317.12,ENST00000540011.1,EPHA10,0.01,0.01,0.03,0.02,0.00
ENSG00000198959.7,ENST00000536701.1,TGM2,0.01,0.01,0.01,0.01,0.05
ENSG00000101115.8,ENST00000217086.4,SALL4,0.01,0.01,0.09,0.01,0.00
ENSG00000106536.15,ENST00000403058.1,POU6F2,0.01,0.01,0.01,0.01,0.00
ENSG00000185774.10,ENST00000447367.2,KCNIP4,0.01,0.01,0.01,0.01,0.00
ENSG00000167916.4,ENST00000264651.2,KRT24,0.01,0.00,0.00,0.00,0.00
ENSG00000114812.8,ENST00000325123.4,VIPR1,0.01,0.01,0.01,0.01,0.25
ENSG00000117601.9,ENST00000367698.3,SERPINC1,0.01,0.00,0.01,0.01,0.00
ENSG00000132837.10,ENST00000517853.1,DMGDH,0.01,0.01,0.01,0.01,0.01
ENSG00000132837.10,ENST00000540686.1,DMGDH,0.01,0.01,0.01,0.01,0.01
ENSG00000132837.10,ENST00000518477.1,DMGDH,0.01,0.01,0.01,0.01,0.01
ENSG00000132837.10,ENST00000380311.4,DMGDH,0.01,0.01,0.01,0.01,0.01
ENSG00000089356.12,ENST00000603449.1,FXYD3,0.01,0.00,0.01,0.01,0.00
ENSG00000174137.8,ENST00000489363.1,FAM53A,0.01,0.01,0.01,0.01,0.01
ENSG00000140839.7,ENST00000339953.5,CLEC18B,0.01,0.04,0.09,0.01,0.00
ENSG00000264472.1,ENST00000579678.1,RP11-861L17.3,0.01,0.00,0.01,0.00,0.01
ENSG00000038427.11,ENST00000343200.5,VCAN,0.01,0.00,0.04,0.02,0.02
ENSG00000038427.11,ENST00000342785.4,VCAN,0.01,0.00,0.04,0.02,0.02
ENSG00000106541.7,ENST00000401412.1,AGR2,0.01,0.01,0.00,0.01,0.00
